code,name,desc,date
002367,康力电梯,接近均线250,20250107
600511,国药股份,接近均线140,20250107
000999,华润三九,接近均线140,20250107
000555,神州信息,接近均线140,20250107
000799,酒鬼酒,接近均线140,20250107
603659,璞泰来,接近均线140,20250107
600276,恒瑞医药,接近均线250,20250107
600745,闻泰科技,接近均线140,20250107
000001,平安银行,接近均线60,20250107
600305,恒顺醋业,接近均线140,20250107
002216,三全食品,接近均线250,20250107
000823,超声电子,接近均线60,20250107
601015,陕西黑猫,接近均线140,20250108
002641,公元股份,接近均线140,20250108
002299,圣农发展,接近均线140,20250108
000799,酒鬼酒,接近均线140,20250108
603127,昭衍新药,接近均线140,20250108
603659,璞泰来,接近均线140,20250108
002049,紫光国微,接近均线250,20250108
600745,闻泰科技,接近均线140,20250108
002594,比亚迪,接近均线140,20250108
000538,云南白药,接近均线60,20250108
002139,拓邦股份,接近均线60,20250108
002572,索菲亚,接近均线140/250,20250108
000401,冀东水泥,接近均线140,20250108
601633,长城汽车,接近均线250,20250108
601015,陕西黑猫,接近均线140,20250109
002299,圣农发展,接近均线140,20250109
000799,酒鬼酒,接近均线140,20250109
603127,昭衍新药,接近均线140,20250109
600745,闻泰科技,接近均线140,20250109
002594,比亚迪,接近均线140,20250109
002216,三全食品,接近均线140,20250109
601633,长城汽车,接近均线250,20250109
002367,康力电梯,接近均线250,20250110
002589,瑞康医药,接近均线140/250,20250110
000999,华润三九,接近均线250,20250110
002299,圣农发展,接近均线140,20250110
002049,紫光国微,接近均线140/250,20250110
600602,云赛智联,接近均线140,20250110
002594,比亚迪,接近均线140,20250110
002563,森马服饰,接近均线60,20250110
002695,煌上煌,接近均线250,20250110
000895,双汇发展,接近均线60,20250110
000401,冀东水泥,接近均线140,20250113
600600,青岛啤酒,接近均线60,20250110
601633,长城汽车,接近均线250,20250110
002367,康力电梯,接近均线250,20250113
002589,瑞康医药,接近均线140/250,20250113
000999,华润三九,接近均线250,20250113
000980,众泰汽车,接近均线250,20250113
002049,紫光国微,接近均线140,20250113
002594,比亚迪,接近均线140,20250113
000538,云南白药,接近均线60,20250114
600336,澳柯玛,接近均线140,20250113
000725,京东方Ａ,接近均线140,20250113
002271,东方雨虹,接近均线140,20250113
000895,双汇发展,接近均线250,20250113
600585,海螺水泥,接近均线140,20250113
002216,三全食品,接近均线140,20250113
600600,青岛啤酒,接近均线60,20250113
601633,长城汽车,接近均线250,20250113
601015,陕西黑猫,接近均线140,20250114
000999,华润三九,接近均线140,20250114
603127,昭衍新药,接近均线140,20250114
002475,立讯精密,接近均线140,20250114
603787,新日股份,接近均线140,20250114
000895,双汇发展,接近均线60/250,20250114
002241,歌尔股份,接近均线60,20250114
002049,紫光国微,接近均线250,20250115
000895,双汇发展,接近均线250,20250115
000895,双汇发展,接近均线250,20250116
600276,恒瑞医药,接近均线250,20250120
600600,青岛啤酒,接近均线60,20250120
601633,长城汽车,接近均线140,20250120
002241,歌尔股份,接近均线60,20250120
002299,圣农发展,接近均线250,20250121
002466,天齐锂业,接近均线140,20250121
603659,璞泰来,接近均线140,20250121
002271,东方雨虹,接近均线140,20250121
002589,瑞康医药,接近均线140,20250122
000999,华润三九,接近均线140,20250122
000799,酒鬼酒,接近均线140,20250122
002460,赣锋锂业,接近均线250,20250122
000333,美的集团,接近均线60,20250122
002563,森马服饰,接近均线140,20250122
600660,福耀玻璃,接近均线60,20250122
000401,冀东水泥,接近均线140,20250122
002216,三全食品,接近均线140,20250122
603288,海天味业,接近均线140,20250122
000651,格力电器,接近均线60,20250122
002407,多氟多,接近均线140,20250122
601633,长城汽车,接近均线250,20250122
